Unnamed: 0,input,output,has_symptoms,allergens,labels
317,"Dear Sir,Iam35 years of age weight approx 70kg. i have severe allergy-first thing in the morning i fee wetness in my nose and then by 30 minutes i have severe sneezing and nose discharge and heaviness. this is the daily routine. I tried taking homeopatChatDoctoredicine . There was some releif then the same continued. Please advise","Hi, I had gone through your query and understand your concern. Your symptoms are suggestive of allergic rhinitis. Before giving my opinion, I need to know little information like >Nasal irritation, nasal blockage, triggers like dust, cold etc. in favor of rhinitis>cough, wheeze , breathlessness to exclude asthmatic I would advise you to",1,dust,Environmental
318,"Hello DoctorI have been diagnosed with Rhinites , i have sinus for past 15 years and got operated in year 2001. I had allergy in past with Pollens etc. Doctor has written me Injection (Kenacort 40 mg+ Penidore 24) plus T Febrex plus and spray Avamys. Medicines are ok but I am not able to understand shall i take this injection as i read on net that its effect is not long lasting and is very painful as well. Hence confused shall i take medicines only? I am having watery eyes also for past 20 days.","Apparently you are having severe allergic rhinitis. The Endure 24 is a long acting penicillin which is effective for up to 3 weeks, the Escort will also be effective for about 4-5 days. The endure injection is painful, your doctor may be trying to treat a bacterial infection like strep, a single doe of this injection will be effective in such cases. The addition of Montelukast, a leukotriene inhibitor will help deal with your allergy. The decision of whether to take the injection or not lies with you and your doctor, it would be unfair for me to comment on this issue without examining you.",1,pollens,Environmental
319,"l have these terrible allegies that look like boil and l have to take antibiotics, steroid to stop the inflammation and piriton to stop the itching. After it heals, it leaves horrible dark patches . this started about five months ago and since then l have done quite a number of blood test and gone through 4 treatments , but it keeps coming back after one subsides. l wa told l needed a biopsy to confirm the real issue, but l don t want my skin cut up becuase of such allergy. l am actually tired of taking the medication and require a fast relief that will be parmanent.","Hi welcome to Chat Doctor. Forum. don't worry you didn't use the medication for which your infection is sensitive. You are not expected to use steroids, which suppress the infection. Then again it flares. When you get a boil you get the pus tested for culture and sensitivity. Which give you an idea of antibiotics to be used in order of sensitiveness. For allergy avoid brand of soap powder, and some foods like fish and brinjal. Use green leafy vegetables, fruits.  Chat Doctor.  Thank you.",1,fish,Food
320,Hello! My name is Hrishiraj and I am 35 years old.  I am from Guwahati and have been suffering from allergy since past 15 years.  Earlier it used to be seasonal but it now occures throughout the year.  I sneez a lot at morning or whenever it starts.  It is followed by a running nose with very diluted discharge from the nose.  My eyes also itch a lot which is followed by reddening & swelling up of the eyes.  There is continuous flow of water from the eyes.  Please suggest how to get rid of this chronic problem.,"HelloFresh symptoms may be due to these reasons, these include.1 Allergic rhinitis , nasal itching, watery gonorrhea, conjunctival symptoms, eye pruritic, sneezing, post nasal Chat Doctor. Other sign & symptoms are headache, nasal obstruction, impaired smell morning cough. All these symptoms are a characteristic feature of allergic rhinitis. I want to tell you that allergic rhinitis is a precursor of asthmatic allergic bronchitis or asthma. Avoidance of, dust, mites, pests (cockroaches) pollen, molds, sudden rise and fall of temperature, fine dusting powder. These are predisposing factors of asthma as well as allergic rhinitis. When such patient visit my clinic I prescribe them to take montelukast+ fexofenadine combination tablet once or twice in day. Steam inhalation also help .2 As I mentioned above this (as you are a chronic patient of these symptoms from last 15 years, so may turn into asthma. Wheezing, cough, shortness of breath, whistling sound are characteristic feature of asthma. When such patient visit I advise them to take montelukast + albuterol once or twice in day. Beside avoidance is important .3 Bronchiectasis is another such cause because you are passing plenty of mucus through nose. So get in sputum examination as well X-ray chest for confirmation. Deal as above-mentioned, this will help you.",1,"dust, pollen",Environmental
321,"I have extremely itchy lips quite  puckered little bit swollen, the more closer to the inside of my mouth, Ive have put  chap lip ointment on and zinc ointment hoping the itch would  go away its very uncomfortable, I think it may have something to do with spinach, Ive been eating a lot last 6 days, thats kind of strange though, and my lips were  similar to this yesterday, but this is more extreme today, I do not have any antihistamine in the house and its getting late to visit a GP, my tongue is not swollen and I am breathing fine,  this started approx. 1130 this morning sort of went away and by 1430 I noticed itchiness and later around 1600 the itch was back on, not eaten anything after 1130.  I have allergy to nuts, I had  can peas yesterday, corn today but dont have allergy to corn, peas dont usually cause a reaction.","Hi, - There is chance of being allergic to spinach, specially, if the reaction(though milder) has started from beginning. It also can be due to fertilizers/insecticides sprayed on it.  -Allergy might be to outdoor pollen, - insect bites - It can be due to Chat Doctor.  Treatment consists of- - stopping the suspected allergen (here spinach) - keeping the lips clean/moist In case of allergy, anti-allergic",1,pollen,Environmental
322,hello sir i am of 22 YEARS OF AGE.i am underweight.I am a thin & skinny guy. i have a peculiar problem.i sneeze throughout the day and this a normal tendency in my se.something like allergy.if in the morning i sneeze and all then in the afternoon everything becomes normal.this affects me a lot as i prepare for competitive exam and when i sit for an hour (and appear for some exam) or so my eyes go watery nd sometimes i sneeze also. This is really very irritating at times since a lot of time is wasted in clearing my nose and eyes.i also wear glasses of power -1.5(already four years).I am also hyperactive when it comes to night-fall.most of the time it happens when im in sleep(or dreaming).i encounter this 5-6 times in a month.i also get pimples though it has reduced in recent times. does this two are related in any way and is it normal to have such thing in an age of mine(teenage).Do you have a solution to this problem??,"First regarding the problem of sneezing, the cause could be an allergy. We recommend that you get yourself examined by an ENT surgeon to rule out Sinusitis and to use anti-histamines as prescribed by him/her. Steam Inhalation with Minaret caps or a few Chat Doctor.  You should avoid dust, cold weather, pets. Try to wear a mask when you are in the vicinity of dust or traffic. Take more citrus fruits and AMLA as they are rich in vitamin C. Alternatively you can take Tab. Lime 1 tab per day. Night fall is a natural phenomenon. It does not cause any disease or illness. It is commonly occurring in every male. Pimples are common in your age and will subside by themselves. The pimples and night fall are not related. If the problem of pimple is severer than apply Benzoyl peroxide 2.5% solution twice a day after washing your face. Don't go in sun after its application. Use sunscreen available before you go out.",1,dust,Environmental
323,"i have this problem for a very long period of time 1. every day morning i have a nose block or cold because of which i start blowing my nose its disgusting 2. when i take head bath if i leave water in my head for more than 5min i catch cold and the whole day is suffering , so imagine how it would be when go for swimming 9but i like swimming)3.catch cold very often 3. allergic to dust 4. very sensitive nose5. from my childhood if someone touches my nose to an extend i start sneezing .6. i even get feeling of cleaning the ears too often, like when something dirt accumulates or after head bath what you feel.7. throat ya sometimes i get throat itching or pain very rare you have any solution or should i bear it.","Hello, Thank you for asking at Chat Doctor. I went through your history and would like to make suggestions for you as follows",1,dust,Environmental
324,"I have a rash on my neck , wrists and my anticubital area. It has been diagnosed as azsema once before and I have been given protopic tacrolimus ointment but that had no effect. I have yet to go get an allergy test which I hope is the cause but I have been experimenting taking things out of my diet and then putting them back in to see if there is any change and I have yet to find anything food related. One thing to note is that I am a non-strict vegetarian. I have never switched to a heavy meat diet for experimentation due to price and the amount of fats in meat itself. Any suggestions?","Hello, A restricted food diet is never a good idea as you keep taking things out of the diet and will find it difficult to re-introduce. Food allergies worsening eczema are not very common while some observational studies report eggs, milk, shrimp to worsen eczema in child Chat Doctor.  Other studies have suggested an association with wheat.Therefore, it is always best to get a skin test (when you are NOT on antihistamines) as specific IGE blood test for eczema may sometimes give false positive results if the total IGE is high (>1000), confusing the picture. If you definitely have any food allergies, it is worth mentioning to your allergist before the test is done. Eczema can flare due to house dust mite or animal allergens, so it is important these are also checked at the same time. Thanks.",1,"eggs, shrimp, wheat, dust mite",Food
325,"My 5 year old son woke up this morning scratching his leg, i took a look at what he seem to be itching and i seen big red welts, about 6 of them, two on the stomach, one on the pinky finger, one on his inner thigh and one on his outer thigh. We went to the doctor within the first two hours of noticing this. The doctor we had seen said he wasn t to sure what it could be. He ruled out an allergic reaction. Pretty much looked baffled. Gave me some cream and said to return if it did not go away by Monday, it s Thursday. So my question is, what are the these welts that are irrating my son?","Hi, Probably he is having what we call an acute urticaria. This may develop as a reaction to an insect bite, to an infection somewhere in the body or many a time without an identifiable reason too. If no associated fever or other symptoms, for such cases I used to give calamine lotion to be applied over lesions 3 times a day and an antihistamine like HY Chat Doctor.  Resistant cases need evaluation for the cause and a treatment accordingly, including a course of steroids. Hope I have answered your question. Let me know if I can assist you further.",1,insect bite,Insect
326,"my 5 year old girl has recurrent runny nose ,sore eyes but has now developed very black rings under her eyes and her facial color is very pale she is saying under her arms are very sore and she had a raised iga she was told she is allergic to egg whites and other things 2 months ago she appears to be disimproving generally","Hi...sometimes allergies can take even months together to get better. It doesn't depend only on the medications alone. The most important thing is to take off the triggers. Even if your kid is using medicines regularly, if she is constantly exposed to the allergens which are causing this, then the improvement may not be satisfactory. The allergen can be as simple as a common house dust mite. So I suggest you concentrate on the removal of triggers from her vicinity. Regards -",1,dust mite,Environmental
327,HI I am 33 year old and very prone to allergies. I live in India. I had a bit of sore throat and started on mild doses of antibiotics. The sore throat almost went away. I had some scotch with ice post that and this led to really heavy voice and dry cough. This started getting worse and took another coarse of stronger antibiotics. I am on antibiotics now for 8 days. My throat is better now and dry cough is less but I am still not fully recovered. e.g.If I want to make a shrill sound I cant. My doctor advised me to finish the antibiotics course (10 days in total - so 2 more dosages left) and not to speak too much. Pls advise what it is?,"Hellos you mentioned in your query that you are very prone to allergy. Let me explain about few facts about the allergy as nowadays most of the patients are prone to allergy. Predisposing factors responsible for allergy are, hay, dust, fine dusting powder, pollen, mold, sudden increase or decrease in temperature, humidity, fodder etc. If possible please avoid these factors. In allergy usually This develops bronchoconstriction, hence cough (usually Chat Doctor.  As you mentioned that there is pain in throat, so this pain may be due to either INFECTION or ALLERGY. When such type of patient visit in my clinic I advise them to take montelukast+ albuterol tablet once or twice in day according to severity of infection and allergy & symptoms. Usually patient responds very nice. If infection also present I prescribe them to take \""levofloxacin 750 mg\"" once in a day for 5-7 days. Since this is a prescription medicine, so please consult your treating doctor. Hot saline gargles and hot coffee is also very much effective. Hope this information will help you.",1,"dust, pollen, mold",Environmental
328,"hello, My son has reactive airway and for the past couple of days he has had this localized body rash on his chest.  He has been itching all over even in his head.  Today he started to have facial swelling.  I am giving him bendryl along with plumort and alburtol treatments to help control asthma symptoms and itching.  He has also been diagnosed with seasonal allergies.  Help Im confused this has been going on for days now with really no relief is this an er visit or visit to peditrcian?","Hello, Welcome to Chat Doctor, As your son is having allergic reaction it is very important to identify the allergen causing these symptoms. Your son require Skin prick test(SPT) to detect the allergen like dust, mite, food and chemical causing these symptoms to your son. By doing the SPT we can detect the allergen, and you can avoid allergen causing these symptoms. If you cannot avoid the allergen like food you can go for immunotherapy. There are two type of immunotherapy they are sublingual immunotherapy and subcutaneous immunotherapy. Treatment by this will improve your son condition. Thank you.",1,dust,Environmental
329,"I have a 9 year old girl with a severe case of hives.  She has several allergies and also has asthma.  The hives started yesterday.  She was given Loratadine (over the counter).  Through the night, the hives became worse and woke in the morning with more hives, including on her face.  She was taken to our Urgent Care Clinic this a.m.  The physician said it could be a manifestation of her allergies or a virus.  He recommended continuing the antihistamine but advised to watch her asthma carefully.  The hives have not gotten any better throughout the day today.  Do you have any recommendations?",Yes the are allergic manifestation an allergy patient after some years can develop the skin allergy it can be medicines used for other disease soaps shampoo oils cooking oils creams ointment and body application materialist can be food clothes and pollen need to correlate or get consultation with allergy specialist to find the cause of allergy and treat which will cover skin and asthma i the meantime can use fexfenadine 120 mg OD for few days apply local anti-allergic creams on affected area to control it,1,pollen,Environmental
330,"Hello, I am wondering if i am contagious. I have been on the go for the last two weeks and weekends. I went jogging when it was cold outside (last wed) and have had a cough/itchy through since. I have some allergies, but didnt take anything. Coughing/sneezing got worse then i spent Sun/mon in bed with a fever, chills, spine ache (hightest temp was 100.1).I took zyrtec-D, Monday, and that helped a quite a bit. My mucous has been clear...once or twice slightly green. But at the same time i have had chest congestion and coughed up green or brown loogies. Is that from laying down for two days? Am i contagious - as far as a cold goes? I have a temp again this am of 99.0.","Hello, thank you for posting your query here. Yes, you are still contagious for another 3 to 5 days. It is best to use cough etiquette when you are around other people-cough or sneeze into your shoulder (not your palms), or into a tissue which you dispose. As for the brownish phlegm, if your fever is settling and you're getting better overall, there's no need to worry about them. If you have difficulty breathing or a temperature more than 102 F, contact your physician. I suggest you take some anti histamines and montelukast if you are prone to allergies, as the climate will exacerbate your allergies. Hope I have cleared your doubts, get well soon!",1,climate,Environmental
331,"I have an 18 month old that has a swollen, red forehead that comes and goes. She has very sensitive skin with excema. She seemed to begin having red splotches on her face a couple of days ago off and on as well. We bathe her with Dove soap. She has been around dogs this weekend for the first time so I am wondering if maybe it is just allergies. We have been giving her Benadryl as suggested by a pharmacist. Any other suggestions?","Hello, Dermatologist conditions are difficult to say much about without seeing them. AND, a discoloration that lasts briefly without anything being there when it is gone is hard to be",1,dogs,Pet
332,"Hello dr  Santosh, my son is 3 and 1/2 Yrs old and hes been bother  with a runny nose problem that started 6weeks ago;his peditrician gave him antibiotics for two weeks( amoxicillin ) but it seems that the antibiotic is not doing anything. My son had allergy issues in the past (mosquito bites) and was diagnosed with eczema herpeticum by a specialist. Im given benadryl at night and using a humidifier to help him sleep better. Im thinking he may be allerrgic To some foods, do you think i should take my son for an allergy test?  Dr.your advice will be very helpfulthank you","Hello, Thanks for the query to Chat Doctor. Forum. As you mentioned that the there is running nose, few days ago diagnosed as an eczema. In my opinion eczema and running nose is due to allergy and this is a precursor of asthmatic allergic bronchitis. Usually I have seen that that patient develops bronchoconstriction, cough, runny nose itching over face (mild) . All these symptoms are very common and in my opinion not a cause of concern. Only a potent bronchodilator Chat Doctor. I don't prescribe antibiotics to my patients. Only anti-allergic and bronchodilators are sufficient. In my opinion consult a physician and get a treatment. When your child will attain 14-15 years, he will get rid of these symptoms due to sex hormones. Good luck for your little one.",1,"amoxicillin, mosquito",Insect
333,"Hello Doctor , My 2 year 2 month old daughter is diaognised to have naso- bronchial allergy . I am allergic to dust and molds and i get persistent running nose and sneezing when i expose myself to any of them. I guess my daughter have it from me. I daughter seem to be allergic to dust. I do not take her to very dusty places, still she seem to have persistent cough and cold . The cough is the biggest concern to me now as its the bed time cough and she is been coughing all the time when she lie down to sleep. Her sleep is getting disturbed for weeks to-gether now. Her cough is both dry and wet. She just finished her antibiotic course and a 7 day course of ventorline cough syrup, which got down her cold , but the cough doesnt seem to get better. I am really tired of giving her medicines (quite a lot) for more than 3 months. My pediatrician have put her on Mont air tablets and Metaspray nasal spray, he has clearly mentioned that i need to give the above medicines for minimum 3 months to see the results. I am continuing with those medicines, but i cant just wait and watch my baby coughing and struggling. Can i do something to get rid of her cough. I need help. My daughter needs help. Please suggest.","I have read your question carefully and I think she has Hyper Reactive Airway disease(HAD) kindly keep away your child from any allergens at home, wash her bedsheet bed cover twice a week, if you have carpet at home then take it off, some plants like Parthenon can cause similar problem chop it away if it's in the surrounding, switch to mosquito repellents which do not throw smoke. And give those medications.",1,dust,Environmental
334,"I recently noticed nasal congestion, running nose. It normally becomes too much after 4 hours of sleep. I got checked up and was told that Ihave allergy to dust mitten. Cna you advise? following are the reading - Immunogloubines 353 snf Absolute EOSINOPHILS...","Hello, Welcome to Chat Doctor, Your history and symptoms are suggestive of allergy to dust mite. As you have undergone absolute eosinophil count (AEC), which is also evident of some allergic reactions in the body. These dust can stimulate the mast cells to release mediators like histamine which is producing all these symptoms. I would suggest you to undergo skin prick test to identify the proper dust causing all these symptoms. This will help to avoid the allergen otherwise you can go for immunotherapy. You can go for sub lingual immunotherapy (SLIT) or subcutaneous immunotherapy. For the present symptoms you can take Tab Monte LC, once daily in night for at least 15 days. Thank you.",1,dust,Environmental
335,"WHAT ARE THE SYMPTOMS OF LATEX ALLERGY? I PUT ON A PAIR OF NEW RUBBER GLOVES TO WASH SOME DISHES & MY HANDS STARTING ITCHING, SLIGHT PUFFINESS & I GUESS WHEN I TOOK THEM OFF I MIGHT HAVE RUBBED MY FACE & SIMILAR REACTION. I DO HAVE SHELLFISH, IODINE & NOVACAINE ALLERGIES & ALWAYS CARRY EPI PEN & BENADRYL. MANY THANKS!","Thanks for query. Latex allergy may be of three types irritant contact, allergic contact, immediate gallery reaction. The most serious reaction to latex. It can show up as rhinitis, conjunctivitis (pink eye), cramps, hives, and severe itching. It is rare, but symptoms may progress to include rapid heartbeat, tremors, chest pain, difficulty breathing, low blood pressure, anaphylactic shock. As you are saying that it happens overtime you wear latex gloves. If the reaction subsides on its own.it might be of allergic contact dermatitis .try avoiding those and use alternate latex free gloves. If you do not have rapid breathing and rhinitis(running nose)you would not need EPI.antihistamines would do well. Regards",1,"latex, shellfish, iodine",Contact
336,"I am having an allergic reation to something but I dont no where to start to figure out whats wrong. I start having very itchy hands followd by a rash that covers my whole body. Then I start vomiting and having severe diarreha and passing out, this usually last a fews days then it is gone. Each time it has happened it just so happens i have eat wheat noodle or wheat bun","HI, thanks for using Chat Doctor Allergic reactions can involve the skin and other areas of the body including the stomach and intestines (the vomiting, diarrhea). You may want to consider allergy tests to find out exactly what is causing the reaction. This can be in the form of skin prick tests or a blood test. Once the exact cause is determined then you can eliminate or reduce your exposure. I hope this helps",1,wheat,Food
337,"Hello Sir, With due respected this is XXXXXX. Doctor i am suffering from Allergy (itching and a runny nose ) from several years. I m continuously taking certirizine daily, for 6 month i was recover with certirizine but now it is not working, Now i m taking avil injection 6 mili later in a week but i m not recovering, please doctor tell me what should i do. i will be very thankfully to you. Regards","Dear Najibullah, Antihistamines taken intermittently sometimes seem that they are not working, or you are developing a tolerance/resistance to it. However, this may seem but is usually not the case. What happens is that your allergies are getting worse, and once a day cetirizine is insufficient to make a difference to the symptoms. Avil injection is a short-acting but rapidly acting antihistamine with sedative properties and will NOT recommend this for long term use. You must get a blood test or specific IGE OR a skin prick test to find out what your allergies are. If it is house dust mite, avoidance measures should be in place but optimizing medical treatment with long acting antihistamines like Allegra and nasal corticosteroid sprays are recommended. Immunotherapy (subcutaneous or sublingual) are reserved for patients who do not respond on medical treatment. Thanks.",1,dust mite,Environmental
338,"What to do when your doctors help isnt helping?  I live on the Oregon Coast. I am struggling with asthma (adult on set at 18 yoa). It has gotten worse since living on the coast and gain some weight. I need to lose about 35 lbs to get back to my normal weight.  I am wheezing all the time and having trouble breathing.  I am a generally happy person, but this has me really down.  Its struggle to even go for a walk.  I am still working, Im a development director for a community action agency. So its mostly a desk job, but can be stressful.  I have been on and off predinsone too many times in the last year and do not want to do it again.  I take my proair inhaler multiple times a day and am also on Dulera inhaler and singular,  I am working on an anti-inflammatory diet and trying to avoid any triggers.  I am only allergic to wheat, dust/mites, dogs and cats.  I do have small dogs (2 pugs and a Boston terrier). I bath them regularly, keep an extremely clean house and keep the dogs out of the bed room.  I have all hard wood floors and good air filtration. I have had dogs for many years without problems before.  No new dogs in over 8 years.  Please help, I feel like I am getting worse everyday and have many moments where I feel like Im dying (not to be dramatic) just a fact. I need to get this back under control - my energy is terrible, I am struggling to breath every day to the point where my whole back aches.  Thank you for any recommendations you many have.  Dee","HIT hank for asking to ChatDoctorI really appreciate your concern, If I would be your doctor then I would strongly advise you not to handle the pets this is the only reason for your asthma, pets are the great source of some allergic elements which causes the moderate to severe allergic reactions and the person have history of asthma will harass more, anyhow you have to keep your self away from these pets, I would advise you to take the \""Ketotifen tab once in day for three months, this may reduce the attack of asthma and can stop it too, have nice day.",1,"wheat, dust, dogs, cats",Pet
339,I have sharp pain above left eyebrow  like a sharp ice pick like migraine with my left eye red and watery. When I open my eye especially in a bright room the pain intensifies to the point where it is unbearable to keep my eye open. My have been known to have seasonal allergies but only the occasion watery eyes and itchy nose. I also tend to get migraines as well. This feels nothing like a migraine Ive ever felt before. The eye redness began first. Then about 2 hours later the pain began suddenly out of nowhere and has completely made me unable to do anything or think of anything but the pain.,"Hi Friend ... Welcome to Chat Doctor Your query is likely to be infectious origin leading to chronic sinusoidal headache appearing as migraine. I suggest you to get prescribed for Fluticazone nasal spray and Montelukast with Levocetrizine for 5 days.NSAIDs helps in relieving headache. Stay away from dust and cold for a month, and you will see improvement in your health condition. I advise you to have an ophthalmologist opinion for red painful eye for sclerites / Glaucoma or infectious condition by bacteria or virus. Hope I Provided useful information. Wishing you a speedy recovery. Take Care.",1,dust,Environmental
340,"Sir, my daughter is 4.5 yrs and she has problem of pollution allergy.so after consulting Dr I am giving her montair syrup and now rumilast for the last 1.5 yes.is it safe to use for such long? As I stop using the medicine she suffers from cold, cough and sneezing..plz help","Hi, Welcome to Chat Doctor, Your child seems to be troubled with reactive airway disease and the medications prescribed are very much needed, and its unfortunate child needs it for so long. But it's not unsafe to use it for so long. Having said that, for your child to be so sensitive for so long there should be some trigger factor in your home or in the area that child is coming in contact with. You need to identify that and get it off from his life, then things should fall in place. Keep away from pollen, dust, smoke, cold etc. triggers. Wet mopping of home floor. Dusting and Chat Doctor.  Take care. Wish your child a good health.",1,pollution,Environmental
341,"Hello, I am constantly itchy. I have a tickle on the roof of my mouth, my inner ear itches and my anal area can be downright unbearable! I occasionally have itchy skin, watery/itchy eyes and a cough that doesn t seem to go away. My biggest annoyance is the anal itching. Bit isn t everyday at every moment, but when it occurs it is rough! I always had it to a degree, but it increased when I got pregnant. It tends to be more prominent at night and near my period. I have told my doctor about and have been checked for parasites just in case. I think I must be allergic to something. Could it be wheat?","Hello, If 3 stool samples for parasites have been negative, it is then quite unlikely. There are other surrogate markers on blood tests to check for allergies like eosinophilic on blood count or IGE levels (raised). Allergies to house dust mite, animal dander (if you have pets), grass pollen, weed pollen (in asthmatics) must be definitely checked either in the form of skin prick testing or blood test (specific IGE test). A specific IGE to wheat can also be checked although very unlikely. Do you get these symptoms after eating wheat products every time? If no, then allergy to wheat is very unlikely. Eczema and Chat Doctor.",1,wheat,Food
342,"Hey there! I have been going to doctors for the past 3 years attempting to find what is wrong with me. I have pain in the middle of my chest at least for one period each day. I also have blurry vision and headache pain all of the time. I have glasses, and have had my glasses prescription rechecked a few times. I have burping episodes all of the time and tend to feel really really tired. I have so many goals and dreams and the ability to accomplish all of them but i just feel sooo exhausted and sick all of the time. My stomach hurts a lot and I have diarrhea or constipation every day. I eat a gluten free dairy free egg free soy free diet and eat a very low amount of meat, but when I do it is usually local and organic. I also get a crazy rash on my cheeks, chest, back and shoulders sometimes. I have been tested for food allergies but they have not come back with any results. I also always have a lot of pains throughout my body and feel feverish. I always feel very much like I should just like in bed all day. I know this is along introduction but I dont really know what all to write in this box. I feel like I am really sick but have not been able to find any help so far, I am just wondering if you have any insight or anything i guess?","Hello dear, warm welcome to Chat Doctor.come have evaluated your query thoroughly.* The chest issue is from HERD (which may be from chronic gastritis, duodenitis with or without ulcer of stomach, duodenum) .* Abdominal issue is again combination of HERD with inflammatory condition of the bowel and hampered gut flora mechanics.* Recommendations for better recovery.- Get basic lab tests to find out deficiency of iron, vitamins, minerals.- Upper GI endoscopy and colonoscopy are mandatory with ultrasound of the abdomen & pelvis.- Continue dietary management as currently doing.- Regular intake of proton pump inhibitors (as omeprazole or pantoprazole) on empty stomach, pro bionics after meals will give better results. - Avoid smoking, alcohol if using.- Avoid stress, anxiety.- Manage to have sound, regular sleep of 7 - 8 hours. Hope this will help you. Regards dear take care.",1,"gluten, dairy",Food
343,"how to reduce my allergy. my nose blocks when i travel by bike, when i encounter dust, cold atmosphere, exposed to air conditioners. continuous nasal discharge which changes from white color to green, then cough,...i have seen many doctors nearby. antibiotics give only temporary relief. what is my problem actually? can it be cured? recently by doctors suggestion i have been using foracort 200mg as he said i have turned asthamatic. can u please suggest me something so that i can be relieved?  thanks santhi","Hi Shanghai, With your history kindly look for any nasal polyp or deviated nasal septum. This may cause repeated infection and features that you are presenting. If sputum changes to yellow or green color with cough then antibiotics with anti-inflammatory Chat Doctor.  For confirming asthma, get done AEC counts and spirometry once. Because even with chronic sinusitis and repeated throat infection the symptoms will be similar to asthma. Do regular steam inhalation and salt water gargle.  These will help and give maximum comfort. Kindly get back with the investigations report for discussing on your management. Hope this helps you. Regards",1,dust,Environmental
344,"Hello Doctor, I am 27 yrs old. I get running nose, too much sneezing daily. I checked with ENT doctor 6 months back. He did endoscopy and said its dust allergy & I should take more care & avoid dust. He gave nasal spray. I used it whenever I get nose block. However now a days that spray is not effective. I am getting cold, sneezing several times daily. I am not able to bear it. Please suggest me which specialist I should consult (some people are telling me to consult Allergist) Please suggest me",Hello. Thank you for asking at Chat Doctor. I went through your history and would like to make suggestions for you as follows,1,dust,Environmental
345,I had a baby six months ago.. I am on zoloft for ppd.. About two months ago i started having itchy face nose and lips coughing up drainage and itchy eyes. People perfume makes me sneeze and sometimes i can smell a skunk per say in my house.. When there is no skunk.. My regular doctor ran bloodwork to test allergy for mold grasses trees dust dogs cats etc... And all came back super negative!! ?? Is this hormonal.. Im on zyrtec daily and still sneeze at peoples perfume and my nose itches and my lips itch pretty constantly too!!?? Im beyond frustrated!! Any ideas?!!,"Hi, you are surly allergic to perfumes. I would suggest you to go to an immunologist or allergy specialist. He would do a test called skin prick test. This test will identify most of the allergens your allergic to. This test is better than blood test since it can recognize many allergens at 2 to 3 sitting itself. Once the allergen s identified you can either avoid the allergen or take immunotherapy for that allergen. Immunotherapy can reduce the symptoms by 80 - 90 percent thank you Chat Doctor.",1,"mold, dust, dogs, cats",Environmental
346,I had surgery 1 week ago and they used idione was used to wash the trunk of my body. I am having allergic surgery reaction to the same area of my belly and under chest. I have pink bumps that are itchy and red. I am using the cortisone cream and benydryl but not helping. Please advise.,"Hello, It is very important that you avoid the agent that is causing the allergic reaction. If it is Iodine you will need to thoroughly wash the wounds to completely wash it off. Sometimes, it is the band-aid used to stick the gauze that is the cause of the allergic reaction and these may need to be avoided and the area gently and spotless to remove any remaining on the skin. You may go on with the Ben Chat Doctor.  Sometimes, oral steroids are used for better effect (you will have to get permission from your doctor to use these-depending on the surgery you had). If you get face swelling or shortness of breath you will need to urgently see a doctor. I hope this answers your query. I remain at your disposal in case further medical assistance is needed.",1,iodine,Contact
347,hi..i m always experiencing sneezing when i m exposed to dust or any any allergens..i ve consulted a doctor then he told me i m having an allergic rhinitis ...will i have the tendency to develop any lung diseases or any lung condition in the future?..i do seldom use antihistamine as my medicine..what else can i do to prevent this?,Hello dear... I went through your post in which you have mentioned that you are having Allergic rhinitis. Management includes,1,dust,Environmental
348,I was outdoors for a long time yesterday and now have a rash on back of neck and on back that is quite itchy.  Not sure what caused it. Could be from some insect?  Not sure if could be shingles or maybe allergic to a nicklace I was wearing.  How to narrow it down and find out what it is.,"Hello, Shingles present with severe pain and burning along with fluid-filled blisters in one dermatome of the body. You seem to be having either insect bite hypersensitivity reaction or allergic reaction. I would recommend you to apply cortisone cream on the affected areas twice daily along with antihistamines like tablet chlorpheniramine male ate once or twice daily depending on the intensity of itching. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor.",1,insect bite,Insect
349,"Doctor my name is Alex. I am from Chennai. I have shortness of breath at night, and I awake at 12 am during the night time. When this happened first time, it was mild day before yesterday it was a bit severe and yesterday it was milder. I also have some sort of chest tightness and my throat is constricted when I breathe. Mainly I have dust allergy and the place where I reside are filled with dusts which makes me uncomfortable. Moreover I have a cat at home which has been there for many months together. I visited a local physician who said I have some wheezing problems. This has been on for a week and half. I am utterly worried about my condition.","Hello Alex, Thank you for writing to us. Your dust allergy is steadily worsening up to the point now that you have developed respiratory problems from just nasal blockage and sneezing. Skin prick tests or the specific IGE blood test is recommended against the inhalant panel to delineate what your allergies are. Lung function tests with reversibility studies are also required. The treatment involves dust avoidance (wear a mask while cleaning), keep the room well lit by natural sunlight and remove soft toys, Allegra 180\u00a0mg in the morning, alone 2 sprays/nostril once daily and montelukast 10\u00a0mg at night with Stalin inhaler as stand by. This should be continued for 3 months and a review undertaken again. Best Wishes.",1,dust,Environmental
